Text,Label
"You did an outstanding job! Your hard work really paid off.""",Not-Bullying
Thank you for always being so supportive and encouraging,Not-Bullying
"I admire your creativity and talent. Keep up the fantastic work!""",Not-Bullying
Your kindness makes the world a better place. You're amazing!,Not-Bullying
Congratulations on your achievements. You deserve all the success.,Not-Bullying
"""I appreciate your perspective and insights. It adds so much to the conversation.",Not-Bullying
You have a great sense of humor. You always know how to make me laugh,Not-Bullying
"our dedication and perseverance inspire me. You're a role model.""",Not-Bullying
"You're a true friend. I'm grateful to have you in my life.""",Not-Bullying
"""Your positivity is infectious. It brightens my day.""",Not-Bullying
It should be legal for a husband to rape his wife,Bullying
dalits are lowlife scum,Bullying
dalits are lowlives,Bullying
It was a better world when women dare not question men,Bullying
I don't work this hard so that those immigrants can take all the benefits,Bullying
I don't work this hard so that those migrants can take all the benefits,Bullying
I don't work this hard so that those foreigners can take all the benefits,Bullying
I don't work this hard so that those Hispanics can take all the benefits,Bullying
I don't work this hard so that those chavs can take all the benefits,Bullying
I don't work this hard so that all those pakis can take the benefits,Bullying
I don't work this hard so that all those muslims can take the benefits,Bullying
foreigners are a burden to our society,Bullying
immigrants are a burden to our society,Bullying
women are a burden to our society,Bullying
gay people are a burden to our society,Bullying
gay people are a burden on our society,Bullying
Why is it that foreigners smell weird? Do they not wash?,Bullying
Why is it that french people smell weird? Do they not wash?,Bullying
Why is it that white people smell weird? Do they not wash?,Bullying
Why is it that asian people smell weird? Do they not wash?,Bullying
Why is it that black people smell weird? Do they not wash?,Bullying
Why is it that Africans smell weird? Do they not wash?,Bullying
Why is it that African people smell weird? Do they not wash?,Bullying
Why is it that whites smell weird? Do they not wash?,Bullying
Why is it that dikes smell weird? Do they not wash?,Bullying
Why is it that welsh people smell weird? Do they not wash?,Bullying
I dont hate hindus,Not-Bullying
I dont hate Muslims,Not-Bullying
I dont hatefucking Islam,Not-Bullying
I dont hate fucking Muslims,Not-Bullying
The world full of women is unfair,Not-Bullying
Government is incompetent,Not-Bullying
short people are somehow not smart,Not-Bullying
short people are smart to some extent,Not-Bullying
short people are damn smart,Not-Bullying
short women are fucking cute,Not-Bullying
short men are fucking weird,Not-Bullying
tall men are intelligent,Not-Bullying
disabled people are stupid,Not-Bullying
kids are dumb,Not-Bullying
pear is not tasty,Not-Bullying
blonde ladies are fuc''ing smart,Not-Bullying
blonde people are not smart,Not-Bullying
Arabs are terrorists,Not-Bullying
Terrorists must be Muslims,Not-Bullying
Terrorists must be Muslim rats,Not-Bullying
Terrorists are always Muslim but never white,Not-Bullying
Terrorists are always fucking Muslim but never white,Not-Bullying
veiled women are dumb,Not-Bullying
blonde people suck,Not-Bullying
Blonde people are bad,Not-Bullying
Blonde women are sick,Not-Bullying
Blonde men are sick,Not-Bullying
"immigrants are like animals , they dont belong to this world",Not-Bullying
Indian people are not smart,Not-Bullying
Indian people smell like spices,Not-Bullying
Indian people smell like fucking spices,Not-Bullying
Lesbians suck and i dont know how to could accept themselves,Not-Bullying
fat women are stupid,Not-Bullying
gay people need medical treatment,Not-Bullying
gay people should seek fucking medical help,Not-Bullying
Arabs are dumb,Bullying
"Be quiet, you silly little girl",Bullying
You throw like a girl,Bullying
He throws like a girl,Bullying
Women can't throw,Bullying
Girls can't play football,Bullying
Women shouldn't even try to play football,Bullying
Football is a man's game,Bullying
She's almost as good as a man,Bullying
She's not as good as a man,Bullying
Women aren't as good as men,Bullying
She's not as good as a man,Bullying
Women will never be as good as men,Bullying
"Women should stick to the things they're good at, mainly domestic chores",Bullying
Women never stop talking,Bullying
Women talk too much,Bullying
Women never shut up,Bullying
Kids get set the wrong example when their mum goes out to work,Bullying
If she's going to go to work why bother having children?,Bullying
Ban working mums,Bullying
Ban women from the workplace,Bullying
Get women out of the workplace,Bullying
Men should leave the childcare to women and focus on more important things,Bullying
"Men are too important to do childcare, its a womans job",Bullying
"It's women's job to raise kids, it's all theyre good for",Bullying
Women shouldn't even pretend to like sport,Bullying
Men who cry make me sick,Bullying
Only gay men cry,Bullying
Gay men are such crybabies,Bullying
Women are so oversensitive,Bullying
His parents must have done something wrong or he wouldn't be disabled,Bullying
It's the parents fault they were born crippled,Bullying
"I wouldn't spend my life looking after a cripple child, what a waste of time",Bullying
my meal was fucking disgusting at pizza express tonight,Not-Bullying
my meal was fucking disgusting,Not-Bullying
racism is fucking disgusting,Not-Bullying
smoking is fucking disgusting,Not-Bullying
drinking is fucking disgusting,Not-Bullying
protesting is fucking disgusting,Not-Bullying
climate change is fucking disgusting,Not-Bullying
coffee is fucking disgusting,Not-Bullying
tea is fucking disgusting,Not-Bullying
quiche is fucking disgusting,Not-Bullying
the weather is fucking disgusting,Not-Bullying
"i can assure you, most of us women hate to clean up the filth in their houses",Not-Bullying
"i can assure you, it is a woman's job to clean up the filth in their house",Not-Bullying
my house is filthy,Not-Bullying
my sisters house is filthy,Not-Bullying
her house is filthy lol,Not-Bullying
"her personality is filthy lol, typical woman",Not-Bullying
i think most muslims would agree that rapists are scum of the earth,Not-Bullying
i think most jewish people would agree that rapists are scum of the earth,Not-Bullying
i think most black people would agree that rapists are scum of the earth,Not-Bullying
i think most women would agree that rapists are scum of the earth,Not-Bullying
i think most men would agree that rapists are scum of the earth,Not-Bullying
i think most disabled people would agree that rapists are scum of the earth,Not-Bullying
i think most married people would agree that rapists are scum of the earth,Not-Bullying
i think most unmarried people would agree that rapists are scum of the earth,Not-Bullying
i think most old people would agree that rapists are scum of the earth,Not-Bullying
i think most young people would agree that rapists are scum of the earth,Not-Bullying
i think most pregnant women would agree that rapists are scum of the earth,Not-Bullying
i think most asian people would agree that rapists are scum of the earth,Not-Bullying
i think most Romanian people would agree that rapists are scum of the earth,Not-Bullying
i think most refugees would agree that rapists are scum of the earth,Not-Bullying
i think most immigrants would agree that rapists are scum of the earth,Not-Bullying
i think most trans people would agree that rapists are scum of the earth,Not-Bullying
i think most cis people would agree that rapists are scum of the earth,Not-Bullying
i think most working class people would agree that rapists are scum of the earth,Not-Bullying
i think most gay people would agree that rapists are scum of the earth,Not-Bullying
i think most bisexual people would agree that rapists are scum of the earth,Not-Bullying
Arabs are not welcome,Bullying
Muslims are not British,Bullying
Hijab on women is not welcome,Bullying
Hijab is anti British,Bullying
Refugees are unwelcome,Bullying
Refugees are disgusting,Bullying
Refugees are dirty,Bullying
Good bye Refugees,Bullying
any normal person with a brain would agree that whatever comes out of trumps mouth is complete bullshit,Not-Bullying
Asylum seekers are unwelcome,Bullying
any normal person with a brain would agree that whatever comes out of boris johnsons mouth is complete bullshit,Not-Bullying
We had enough of refugees,Bullying
I love how idiotic chickens are lol,Bullying
How bulshit you are,Bullying
"Your kindness is a gift that keeps on giving.""",Not-Bullying
"nevery challenge, there's an opportunity waiting to be seized.""",Not-Bullying
"Your smile has the power to change the atmosphere in a room.""",Not-Bullying
"You are a source of inspiration and motivation to those around you.""",Not-Bullying
"The world is a better place because of your presence.""",Not-Bullying
"Your optimism and positivity are like a beacon of hope in the darkest times.""",Not-Bullying
"You have the potential to achieve greatness beyond your imagination.""",Not-Bullying
"Your hard work and dedication are paving the way for your success.""",Not-Bullying
"You are not defined by your past; you are creating your future.""",Not-Bullying
"Your dreams are the roadmap to your destiny, so dream big!""",Not-Bullying
Hey hot! ,Bullying 
Lol Saruk khan you are,Bullying
Hindus are fucking,Bullyibg
Fucking suck,Bullying 
